temperature,thread_id,iteration,map_filename,no_of_agents,no_of_goals,per_point_diff,score,per_point_score,coeff_per_point_diff
4,7,256,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.75906,0.0517324,15,
2,5,257,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.6448,0.0495901,15,
4,2,258,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.1048,0.058215,15,
2,9,259,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.1934,0.0598763,15,
2,9,260,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.34919,0.0627974,15,
1,7,261,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.69524,0.0505358,15,
2,4,262,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.46508,0.0462203,15,
1,0,263,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.84292,0.0533047,15,
0,5,264,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.56249,0.0480467,15,
1,0,265,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.96547,0.0556025,15,
3,2,266,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.73467,0.051275,15,
1,0,267,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.96547,0.0556025,15,
3,2,268,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.79003,0.0523131,15,
1,7,269,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.04149,0.057028,15,
1,0,270,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.21083,0.041453,15,
1,3,271,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,0.170355,0.00319416,15,
1,1,272,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.21083,0.041453,15,
1,1,273,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.56249,0.0480467,15,
1,1,274,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.21083,0.041453,15,
1,3,275,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,0.170355,0.00319416,15,
2,0,276,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.01064,0.0564496,15,
4,6,277,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.19936,0.0599879,15,
1,6,278,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.81872,0.0528509,15,
4,6,279,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.18833,0.0597812,15,
3,7,280,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.2709,0.0613293,15,
4,2,281,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.5421,0.0476645,15,
4,9,282,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,0.170355,0.00319416,15,
2,5,283,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.68343,0.0503143,15,
4,9,284,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,0.170355,0.00319416,15,
4,1,285,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.73467,0.051275,15,
4,5,286,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.10537,0.0582257,15,
4,8,287,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.99216,0.0561029,15,
4,8,288,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.03726,0.0569486,15,
4,1,289,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.73467,0.051275,15,
4,1,290,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.96516,0.0555967,15,
0,7,291,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.5421,0.0476645,15,
4,4,292,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,0.170355,0.00319416,15,
1,8,293,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.56249,0.0480467,15,
2,3,294,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.8589,0.0536044,15,
3,8,295,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.00931,0.0564245,15,
4,4,296,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.24247,0.0607962,15,
0,1,297,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.23621,0.0606789,15,
0,7,298,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.45991,0.0648732,15,
2,5,299,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.68104,0.0502695,15,
2,5,300,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.14986,0.0590598,15,
4,3,301,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.5421,0.0476645,15,
1,7,302,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,0.170355,0.00319416,15,
3,3,303,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.70598,0.0507372,15,
0,4,304,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.5421,0.0476645,15,
0,3,305,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.80651,0.052622,15,
0,8,306,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.85877,0.053602,15,
0,8,307,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.73989,0.051373,15,
4,5,308,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,0.170355,0.00319416,15,
3,3,309,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.9169,0.054692,15,
0,8,310,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.92507,0.0548451,15,
4,1,311,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.5421,0.0476645,15,
4,8,312,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,0.170355,0.00319416,15,
2,9,313,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.54732,0.0477622,15,
3,8,314,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.88523,0.0540981,15,
3,8,315,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.7586,0.0517237,15,
4,2,316,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,0.170355,0.00319416,15,
3,8,317,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.0754,0.0576637,15,
4,1,318,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.08261,0.0577988,15,
4,2,319,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.73989,0.051373,15,
2,7,320,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.80038,0.0525072,15,
0,2,321,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.5421,0.0476645,15,
2,6,322,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.5421,0.0476645,15,
1,6,323,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.83529,0.0531617,15,
4,1,324,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.7756,0.0520426,15,
2,6,325,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.38991,0.0635608,15,
1,8,326,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,0.170355,0.00319416,15,
1,8,327,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.10338,0.0581885,15,
2,0,328,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.8589,0.0536044,15,
1,4,329,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.34686,0.0627537,15,
1,8,330,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.11858,0.0584735,15,
0,5,331,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.73467,0.051275,15,
1,4,332,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.69214,0.0504776,15,
0,4,333,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.80153,0.0525287,15,
2,9,334,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.07296,0.0576181,15,
0,2,335,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.82397,0.0529494,15,
1,6,336,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.83989,0.053248,15,
0,7,337,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.2112,0.06021,15,
3,6,338,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.20873,0.0601636,15,
4,5,339,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.15125,0.0590859,15,
0,5,340,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.19145,0.0598397,15,
0,1,341,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.73467,0.051275,15,
4,3,342,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,0.170355,0.00319416,15,
3,8,343,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.57657,0.0483106,15,
1,0,344,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.76684,0.0518782,15,
3,9,345,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.21305,0.0602447,15,
1,0,346,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.9173,0.0546994,15,
1,2,347,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.8025,0.0525468,15,
1,0,348,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.9173,0.0546994,15,
1,2,349,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.8025,0.0525468,15,
1,8,350,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.16258,0.0592983,15,
0,5,351,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.5421,0.0476645,15,
2,8,352,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.83529,0.0531617,15,
3,2,353,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.70598,0.0507372,15,
3,1,354,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.0013,0.0562744,15,
0,2,355,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.6273,0.0492619,15,
0,7,356,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.02307,0.0566826,15,
0,2,357,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.6273,0.0492619,15,
0,5,358,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.699,0.0506062,15,
0,7,359,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.1626,0.0592988,15,
4,0,360,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.02073,0.0566387,15,
2,6,361,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.5421,0.0476645,15,
0,9,362,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.69884,0.0506032,15,
3,1,363,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.5421,0.0476645,15,
0,9,364,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.70557,0.0507295,15,
3,1,365,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.5421,0.0476645,15,
4,6,366,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,0.170355,0.00319416,15,
0,5,367,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.77238,0.0519821,15,
1,5,368,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.19863,0.0599743,15,
2,1,369,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.13611,0.058802,15,
4,8,370,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.36023,0.0630043,15,
0,1,371,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.73467,0.051275,15,
1,5,372,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,0.170355,0.00319416,15,
0,1,373,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.73467,0.051275,15,
0,1,374,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.83524,0.0531608,15,
0,7,375,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.04272,0.0570511,15,
0,1,376,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.79882,0.0524778,15,
0,1,377,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.61284,0.0489908,15,
2,1,378,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.31572,0.0621698,15,
2,5,379,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.09375,0.0580078,15,
1,2,380,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.76684,0.0518782,15,
1,1,381,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.5421,0.0476645,15,
4,8,382,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,0.170355,0.00319416,15,
2,1,383,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.85611,0.053552,15,
2,5,384,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.98485,0.0559659,15,
0,6,385,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.80153,0.0525287,15,
0,8,386,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.01637,0.0565569,15,
4,8,387,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.73467,0.051275,15,
1,0,388,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.04871,0.0571634,15,
1,0,389,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.80642,0.0526203,15,
1,0,390,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.01922,0.0566104,15,
2,9,391,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.5421,0.0476645,15,
4,3,392,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,0.170355,0.00319416,15,
2,6,393,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.65821,0.0498414,15,
2,6,394,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.00231,0.0562934,15,
3,8,395,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.9995,0.0562406,15,
2,0,396,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.13781,0.058834,15,
2,1,397,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.05528,0.0572865,15,
3,5,398,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.18843,0.059783,15,
3,3,399,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.87707,0.053945,15,
1,2,400,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.04745,0.0571397,15,
3,8,401,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.5421,0.0476645,15,
4,0,402,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,0.170355,0.00319416,15,
3,6,403,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.84153,0.0532787,15,
1,9,404,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,0.170355,0.00319416,15,
0,9,405,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.82397,0.0529494,15,
3,0,406,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.87897,0.0539806,15,
3,0,407,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.82397,0.0529494,15,
2,7,408,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.96547,0.0556025,15,
1,9,409,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.98282,0.0559279,15,
2,7,410,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.40721,0.0638852,15,
0,7,411,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.73467,0.051275,15,
3,9,412,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.79471,0.0524008,15,
2,2,413,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.9583,0.0554681,15,
3,6,414,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.08233,0.0577937,15,
0,8,415,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.93369,0.0550067,15,
2,7,416,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.93563,0.0550431,15,
2,4,417,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.6448,0.0495901,15,
2,4,418,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.90638,0.0544945,15,
3,3,419,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.14709,0.0590079,15,
4,2,420,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.00383,0.0563218,15,
0,1,421,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.73467,0.051275,15,
3,3,422,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.27957,0.0427419,15,
0,7,423,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.80153,0.0525287,15,
0,4,424,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.13429,0.0587678,15,
1,4,425,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.08394,0.0578239,15,
2,4,426,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.78281,0.0521777,15,
3,3,427,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.81527,0.0527864,15,
1,2,428,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.97005,0.0556884,15,
2,8,429,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.23622,0.0606791,15,
2,6,430,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.15684,0.0591907,15,
1,0,431,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.5421,0.0476645,15,
2,9,432,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.5421,0.0476645,15,
3,8,433,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.73989,0.051373,15,
3,1,434,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.84751,0.0533909,15,
1,6,435,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.5421,0.0476645,15,
3,9,436,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.27957,0.0427419,15,
3,4,437,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.73467,0.051275,15,
3,4,438,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.14347,0.0589401,15,
2,1,439,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.00647,0.0563713,15,
2,1,440,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.90481,0.0544652,15,
0,2,441,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.5421,0.0476645,15,
0,2,442,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.84292,0.0533047,15,
1,4,443,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.73989,0.051373,15,
3,2,444,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.79471,0.0524008,15,
1,7,445,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.96547,0.0556025,15,
1,4,446,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.10393,0.0581986,15,
3,2,447,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.29525,0.0617859,15,
0,0,448,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.94459,0.0552111,15,
1,6,449,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.81684,0.0528157,15,
1,1,450,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.14524,0.0589732,15,
0,6,451,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.5421,0.0476645,15,
1,2,452,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.68343,0.0503143,15,
1,0,453,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.87419,0.0538911,15,
0,6,454,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.699,0.0506062,15,
3,4,455,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.87419,0.0538911,15,
1,0,456,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.06137,0.0574007,15,
2,6,457,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.11595,0.058424,15,
0,5,458,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.08196,0.0577867,15,
3,4,459,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.85954,0.0536163,15,
3,4,460,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.40715,0.063884,15,
0,3,461,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.5421,0.0476645,15,
2,1,462,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.21083,0.041453,15,
3,4,463,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.73467,0.051275,15,
3,6,464,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.5421,0.0476645,15,
0,0,465,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.99234,0.0561064,15,
4,4,466,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.7756,0.0520426,15,
0,4,467,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.22332,0.0604372,15,
4,4,468,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.05012,0.0571897,15,
3,9,469,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.20255,0.0600478,15,
0,3,470,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.07242,0.0576079,15,
2,3,471,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.5421,0.0476645,15,
4,6,472,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.9362,0.0550538,15,
2,9,473,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.90351,0.0544408,15,
4,4,474,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.0377,0.056957,15,
1,4,475,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.15117,0.0590844,15,
4,6,476,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.9362,0.0550538,15,
2,3,477,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.57958,0.0483672,15,
2,3,478,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.53135,0.0474629,15,
1,4,479,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.15117,0.0590844,15,
2,4,480,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.00148,0.0562777,15,
2,0,481,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.5421,0.0476645,15,
3,6,482,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.71422,0.0508917,15,
0,3,483,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,0.170355,0.00319416,15,
0,3,484,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.84292,0.0533047,15,
2,8,485,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.84292,0.0533047,15,
2,8,486,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.46508,0.0462203,15,
2,8,487,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.89055,0.0541977,15,
0,2,488,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.82411,0.0529521,15,
1,0,489,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.09261,0.0579865,15,
1,0,490,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.9173,0.0546994,15,
1,6,491,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.73467,0.051275,15,
4,6,492,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.7756,0.0520426,15,
2,4,493,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.93854,0.0550976,15,
2,7,494,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.8388,0.0532275,15,
2,5,495,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.87419,0.0538911,15,
2,5,496,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.93721,0.0550726,15,
3,9,497,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.82812,0.0530273,15,
0,2,498,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.59762,0.0487053,15,
0,7,499,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.99703,0.0561943,15,
2,2,500,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.2349,0.0606544,15,
2,2,501,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.5421,0.0476645,15,
0,9,502,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.69884,0.0506032,15,
2,8,503,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.73989,0.051373,15,
2,2,504,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.53135,0.0474629,15,
0,1,505,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.92561,0.0548552,15,
3,0,506,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.03013,0.056815,15,
3,1,507,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.94663,0.0552493,15,
1,4,508,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,0.170355,0.00319416,15,
0,0,509,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.96032,0.055506,15,
1,6,510,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.06137,0.0574007,15,
2,6,511,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.27957,0.0427419,15,
1,7,512,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.68343,0.0503143,15,
2,2,513,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.87897,0.0539806,15,
