temperature,thread_id,iteration,map_filename,no_of_agents,no_of_goals,per_point_diff,score,per_point_score,coeff_per_point_diff
3,2,57,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.77042,0.0519454,15,
1,2,58,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.82269,0.0529254,15,
3,2,59,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.77042,0.0519454,15,
0,0,60,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.80934,0.0526751,15,
1,8,61,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.47739,0.0464511,15,
1,4,62,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.47739,0.0464511,15,
1,3,63,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.47739,0.0464511,15,
1,2,64,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.60414,0.0488276,15,
1,7,65,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.60414,0.0488276,15,
1,7,66,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.47739,0.0464511,15,
1,3,67,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.70675,0.0507516,15,
0,2,68,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.67922,0.0502354,15,
1,3,69,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.47739,0.0464511,15,
1,0,70,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.57381,0.0482589,15,
2,2,71,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.47739,0.0464511,15,
0,2,72,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.47739,0.0464511,15,
3,8,73,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.61272,0.0489885,15,
3,0,74,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.47739,0.0464511,15,
1,6,75,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.77617,0.0520532,15,
4,3,76,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.68697,0.0503806,15,
0,9,77,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.47739,0.0464511,15,
2,1,78,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.3411,0.0438957,15,
0,4,79,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.59873,0.0487262,15,
0,9,80,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.67163,0.050093,15,
1,5,81,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.47739,0.0464511,15,
1,5,82,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.47739,0.0464511,15,
1,5,83,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.60414,0.0488276,15,
2,4,84,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.47739,0.0464511,15,
2,6,85,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.41745,0.0453272,15,
1,4,86,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.65806,0.0498386,15,
2,3,87,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.58703,0.0485068,15,
2,4,88,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.51168,0.0470939,15,
1,3,89,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.47739,0.0464511,15,
1,3,90,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.60414,0.0488276,15,
1,4,91,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.47739,0.0464511,15,
2,3,92,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.3411,0.0438957,15,
3,3,93,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.47739,0.0464511,15,
1,9,94,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.47739,0.0464511,15,
4,4,95,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,0,0,15,
2,3,96,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.28738,0.0428884,15,
1,9,97,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.47739,0.0464511,15,
0,7,98,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.47739,0.0464511,15,
0,6,99,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.67922,0.0502354,15,
0,7,100,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.47739,0.0464511,15,
1,3,101,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.47739,0.0464511,15,
1,4,102,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.47739,0.0464511,15,
0,3,103,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.47739,0.0464511,15,
1,0,104,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.47739,0.0464511,15,
4,6,105,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.67163,0.050093,15,
1,0,106,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.47739,0.0464511,15,
1,3,107,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.47739,0.0464511,15,
1,3,108,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.47739,0.0464511,15,
4,6,109,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.67103,0.0500818,15,
2,9,110,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.28738,0.0428884,15,
0,6,111,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.47739,0.0464511,15,
3,9,112,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,0,0,15,
0,4,113,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.61879,0.0491023,15,
3,9,114,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,0,0,15,
3,9,115,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.71515,0.0509091,15,
4,1,116,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,0,0,15,
4,0,117,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.67103,0.0500818,15,
3,2,118,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.7812,0.0521476,15,
1,6,119,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.79724,0.0524482,15,
2,1,120,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.59857,0.0487232,15,
4,3,121,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.57381,0.0482589,15,
1,7,122,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,0,0,15,
0,1,123,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.7171,0.0509456,15,
2,1,124,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.59857,0.0487232,15,
4,9,125,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.68697,0.0503806,15,
4,5,126,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,0,0,15,
4,7,127,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.78109,0.0521454,15,
4,7,128,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.8349,0.0531544,15,
0,3,129,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.98089,0.0558917,15,
4,5,130,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,0,0,15,
1,6,131,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.65879,0.0498523,15,
1,6,132,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,0,0,15,
1,9,133,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.35454,0.0441476,15,
4,0,134,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,0,0,15,
3,4,135,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.79047,0.0523214,15,
4,3,136,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.86511,0.0537209,15,
3,4,137,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.79047,0.0523214,15,
4,0,138,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,0,0,15,
4,6,139,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.71973,0.050995,15,
3,9,140,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.74056,0.0513856,15,
1,1,141,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.65879,0.0498523,15,
1,5,142,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,0,0,15,
2,1,143,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.59696,0.048693,15,
4,9,144,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,0,0,15,
0,7,145,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.80934,0.0526751,15,
1,3,146,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,0,0,15,
0,9,147,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.80027,0.0525051,15,
0,9,148,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.39261,0.0448614,15,
0,9,149,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,0,0,15,
0,8,150,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.65238,0.0497321,15,
1,5,151,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.61272,0.0489885,15,
2,6,152,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.16327,0.0405614,15,
0,0,153,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.43992,0.0457484,15,
4,7,154,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,0,0,15,
0,0,155,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.43992,0.0457484,15,
0,6,156,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.70112,0.050646,15,
0,1,157,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.77891,0.0521046,15,
2,6,158,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.16327,0.0405614,15,
3,5,159,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.79443,0.0523955,15,
4,5,160,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.61688,0.0490665,15,
2,8,161,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.43992,0.0457484,15,
1,5,162,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.65689,0.0498167,15,
2,2,163,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.61147,0.048965,15,
4,2,164,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.7171,0.0509456,15,
2,2,165,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.61147,0.048965,15,
0,8,166,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.69821,0.0505915,15,
0,8,167,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.3411,0.0438957,15,
1,1,168,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.73498,0.0512809,15,
1,0,169,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.55246,0.0478586,15,
1,2,170,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.6152,0.049035,15,
4,9,171,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.22272,0.041676,15,
0,4,172,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,0,0,15,
3,5,173,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.62291,0.0491796,15,
0,4,174,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,0,0,15,
0,4,175,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.22272,0.041676,15,
0,4,176,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.65697,0.0498181,15,
0,2,177,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.79047,0.0523214,15,
1,3,178,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.84652,0.0533723,15,
0,2,179,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.79047,0.0523214,15,
0,4,180,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.84622,0.0533665,15,
0,2,181,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.22272,0.041676,15,
1,9,182,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,0,0,15,
0,7,183,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.22272,0.041676,15,
1,4,184,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,0,0,15,
0,2,185,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.22272,0.041676,15,
0,3,186,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.54972,0.0478072,15,
1,1,187,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.35454,0.0441476,15,
1,1,188,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.64512,0.049596,15,
3,2,189,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.81523,0.0527855,15,
4,5,190,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.71858,0.0509735,15,
2,6,191,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.22272,0.041676,15,
3,4,192,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.1373,0.0400744,15,
2,2,193,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.43992,0.0457484,15,
0,9,194,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.66756,0.0500168,15,
1,0,195,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.1373,0.0400744,15,
2,2,196,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.65879,0.0498523,15,
2,1,197,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.90006,0.0543762,15,
1,8,198,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,0,0,15,
0,2,199,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.83571,0.0531696,15,
1,8,200,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,0,0,15,
